Machine_ID,Temprature,Run_Time,Downtime_Flag
M17259,299.2,138,0
H31814,299.2,308,0
M17261,299.2,163,0
L49582,299.2,494,0
H31817,299.2,299,0
M17264,299.1,403,0
L49585,299.1,160,0
L49586,299.1,122,0
M17267,299.1,314,0
L49588,299,478,0
L49589,299.1,436,0
L49590,299.1,374,0
L49591,299,391,0
L49592,299.1,495,0
L49593,299,344,0
L49594,299.1,113,0
M17275,299.1,360,0
L49596,299,390,0
L49597,298.9,156,0
L49598,298.9,311,0
M17279,298.9,366,0
H31834,298.8,413,0
L49601,298.9,282,0
L49602,298.8,370,0
M17283,298.9,218,0
L49604,298.9,437,0
L49605,298.8,204,0
M17286,298.9,254,1
L49607,298.9,311,0
M17288,299,454,0
L49609,298.9,331,0
M17290,298.9,373,0
M17291,298.9,283,0
L49612,298.9,287,0
L49613,299,292,0
M17294,299,245,0
L49615,298.9,186,0
H31850,299,263,0
L49617,299.1,225,0
M17298,299.1,444,0
L49619,299.1,463,0
L49620,299.1,163,0
L49621,299.1,414,0
M17302,299.1,395,0
L49623,299.1,404,0
L49624,299.2,356,1
H31859,299.2,142,0
L49626,299.3,134,0
L49627,299.3,375,0
L49628,299.4,385,0
L49629,299.3,381,0
L49630,299.2,245,0
L49631,299.2,372,0
M17312,299.1,380,0
L49633,299,250,0
L49634,299,454,0
L49635,299,260,0
L49636,299.1,328,0
L49637,299,152,0
L49638,299,454,0
L49639,299,407,0
L49640,299,343,0
M17321,298.9,192,0
L49642,298.9,478,0
L49643,298.9,433,0
M17324,298.9,381,0
L49645,298.9,297,0
L49646,299,151,0
M17327,298.9,297,0
M17328,298.9,100,0
L49649,299,478,0
L49650,298.9,406,0
L49651,298.9,420,0
L49652,298.9,181,0
M17333,298.9,199,0
L49654,298.9,106,0
L49655,298.9,418,0
H31890,298.9,368,0
L49657,298.9,190,0
M17338,298.9,221,0
L49659,299,466,0
L49660,299,461,0
L49661,299,363,0
L49662,298.9,432,0
M17343,298.9,225,0
H31898,298.8,465,0
L49665,298.8,391,0
M17346,298.9,177,0
H31901,298.9,127,0
L49668,298.9,328,0
H31903,298.9,467,0
H31904,299.1,349,0
L49671,299.1,302,0
H31906,299,385,0
M17353,299,168,0
L49674,299.1,460,1
M17355,299.1,385,0
M17356,299.2,276,0
M17357,299.2,361,0
L49678,299.1,345,0
M17359,299.1,372,0
L49680,299.1,297,0
M17361,299.1,324,0
L49682,299.2,423,1
L49683,299.2,274,0
L49684,299.2,375,0
L49685,299.2,278,0
M17366,299.2,146,0
H31921,299.2,363,0
L49688,299,243,0
L49689,299,194,0
L49690,299.1,302,0
M17371,299,340,0
L49692,298.9,189,0
L49693,299,112,0
L49694,298.9,125,0
L49695,298.8,122,0
L49696,298.8,168,0
L49697,298.8,244,0
M17378,298.9,241,0
L49699,298.8,173,0
L49700,298.8,311,0
L49701,298.8,437,0
M17382,298.8,228,0
L49703,298.8,350,0
M17384,298.8,253,0
M17385,298.8,266,0
L49706,298.8,451,0
L49707,298.8,424,0
L49708,298.8,400,0
M17389,298.8,464,0
L49710,298.9,301,0
M17391,298.8,499,0
L49712,298.9,261,0
L49713,298.8,152,0
L49714,298.9,244,0
L49715,299,323,0
L49716,298.9,306,0
H31951,298.9,181,0
L49718,299.1,266,0
L49719,299.1,289,0
L49720,299.1,446,0
H31955,299.1,197,0
H31956,299.2,296,0
L49723,299.3,341,0
L49724,299.2,198,0
M17405,299.2,278,0
L49726,299.2,250,0
L49727,299.2,341,0
M17408,299.3,395,0
L49729,299.4,380,0
L49730,299.4,386,0
L49731,299.3,170,0
H31966,299.3,353,0
L49733,299.3,473,0
L49734,299.3,308,0
L49735,299.3,195,0
M17416,299.3,146,0
M17417,299.4,416,0
M17418,299.2,139,0
L49739,299.3,238,0
M17420,299.4,223,0
L49741,299.4,363,0
L49742,299.3,145,0
L49743,299.3,307,0
L49744,299.3,409,0
L49745,299.4,333,0
M17426,299.3,347,0
L49747,299.4,105,0
L49748,299.6,334,0
H31983,299.5,379,0
L49750,299.6,421,0
M17431,299.5,322,0
M17432,299.4,145,0
L49753,299.5,115,0
L49754,299.5,189,0
L49755,299.5,327,0
L49756,299.5,277,0
L49757,299.5,297,0
L49758,299.4,350,0
L49759,299.3,315,0
L49760,299.3,171,0
L49761,299.2,267,1
L49762,299.2,255,0
L49763,299.2,112,0
L49764,299.1,219,0
M17445,299,353,0
L49766,299,425,0
L49767,299,382,0
L49768,299,119,0
L49769,299,382,0
L49770,299,210,0
L49771,298.9,199,0
L49772,298.9,267,0
H32007,298.9,329,0
L49774,298.8,318,0
M17455,298.8,215,0
L49776,299,434,0
L49777,299,436,0
L49778,299.1,186,1
M17459,299.2,154,0
L49780,299.3,362,0
L49781,299.3,317,0
L49782,299.4,169,0
M17463,299.3,284,0
M17464,299.3,357,0
L49785,299.4,113,0
H32020,299.4,130,0
L49787,299.4,117,0
L49788,299.5,197,0
L49789,299.4,490,0
H32024,299.4,401,0
L49791,299.4,346,0
L49792,299.4,242,0
M17473,299.3,203,0
L49794,299.3,298,0
L49795,299.3,297,0
L49796,299.4,203,0
L49797,299.4,323,0
M17478,299.4,425,0
L49799,299.4,369,0
L49800,299.4,179,0
M17481,299.5,354,0
M17482,299.6,143,0
M17483,299.6,443,0
H32038,299.7,394,0
L49805,299.7,226,0
L49806,299.7,294,0
M17487,299.8,300,0
H32042,299.9,231,0
L49809,300,340,0
L49810,300,417,0
H32045,300,174,0
M17492,300,256,0
L49813,300.1,497,0
L49814,300,100,0
H32049,299.9,173,0
L49816,299.9,494,0
L49817,299.9,196,0
L49818,299.8,477,0
M17499,299.8,201,0
M17500,299.9,261,0
H32055,299.8,116,0
L49822,299.8,393,0
M17503,299.8,254,0
L49824,299.8,460,0
H32059,299.9,176,0
M17506,299.8,384,0
L49827,299.8,223,0
L49828,299.8,324,0
M17509,299.9,154,0
L49830,299.9,179,0
L49831,299.9,244,0
L49832,299.9,244,0
L49833,299.9,432,0
L49834,299.9,248,0
M17515,299.8,256,0
L49836,299.9,338,0
M17517,300,119,0
L49838,300,300,0
H32073,299.8,460,0
L49840,299.8,413,0
M17521,299.9,370,0
M17522,299.9,239,0
L49843,299.9,256,0
M17524,299.9,376,0
L49845,299.8,116,0
H32080,299.7,114,0
M17527,299.8,155,0
M17528,299.8,151,0
H32083,299.7,118,0
L49850,299.8,198,0
M17531,299.7,312,1
L49852,299.7,268,0
L49853,299.8,190,0
L49854,299.7,248,0
L49855,299.7,473,0
L49856,299.7,360,0
L49857,299.8,193,0
L49858,299.8,476,0
L49859,299.8,395,0
L49860,299.8,438,0
L49861,299.8,240,0
M17542,299.9,321,0
L49863,299.8,359,0
L49864,299.8,275,0
L49865,299.8,282,0
L49866,299.8,376,0
L49867,299.9,496,0
L49868,299.9,388,0
L49869,300,222,0
L49870,300,190,0
L49871,300,154,0
L49872,300.1,310,0
M17553,300.1,151,0
M17554,300.1,376,0
L49875,300,202,0
L49876,300,376,0
L49877,300,393,0
L49878,300,135,0
L49879,299.9,295,0
L49880,299.9,159,0
L49881,299.9,307,0
L49882,299.8,141,0
M17563,299.8,431,0
M17564,299.7,274,0
L49885,299.7,298,0
M17566,299.6,272,0
M17567,299.6,221,0
L49888,299.6,426,0
L49889,299.6,385,0
L49890,299.6,104,0
L49891,299.6,480,0
H32126,299.7,408,0
M17573,299.6,470,0
M17574,299.6,269,0
M17575,299.5,460,0
L49896,299.5,245,0
M17577,299.5,443,0
L49898,299.5,470,0
L49899,299.5,334,0
L49900,299.6,196,0
M17581,299.6,199,0
L49902,299.6,478,0
L49903,299.7,133,0
M17584,299.8,112,0
L49905,299.8,175,0
M17586,299.8,122,0
L49907,299.7,338,0
L49908,299.7,492,0
L49909,299.7,407,0
L49910,299.6,170,0
M17591,299.7,142,0
L49912,299.7,362,0
L49913,299.7,428,0
H32148,299.7,321,0
L49915,299.7,481,0
M17596,299.7,222,0
M17597,299.7,146,0
M17598,299.8,432,0
L49919,299.8,343,0
L49920,299.6,289,0
L49921,299.6,187,0
L49922,299.6,327,0
L49923,299.6,283,0
L49924,299.7,221,0
M17605,299.7,457,0
L49926,299.7,159,0
L49927,299.7,111,0
L49928,299.7,318,0
M17609,299.7,455,1
H32164,299.7,162,0
L49931,299.7,257,0
M17612,299.7,418,0
L49933,299.7,288,0
H32168,299.6,137,0
L49935,299.7,408,0
L49936,299.7,120,0
L49937,299.8,431,0
M17618,299.7,368,0
L49939,299.7,110,0
L49940,299.8,257,0
L49941,299.8,142,1
L49942,299.8,221,0
L49943,299.8,245,0
M17624,299.9,135,0
M17625,299.9,328,0
M17626,299.9,426,0
L49947,300,163,0
L49948,300,158,0
M17629,300,291,0
L49950,300,372,0
L49951,299.9,422,0
L49952,299.9,221,0
L49953,299.9,498,0
L49954,300.1,332,0
L49955,300.1,198,0
L49956,300.1,159,0
L49957,300.1,373,0
L49958,300,296,0
L49959,300.1,122,0
M17640,300.2,220,0
L49961,300.2,223,0
M17642,300.2,349,0
M17643,300.2,185,0
L49964,300.2,454,0
L49965,300.2,291,0
M17646,300.2,159,0
M17647,300.3,431,0
L49968,300.3,122,0
H32203,300.3,185,0
L49970,300.4,340,0
H32205,300.4,246,0
L49972,300.4,125,0
L49973,300.3,333,0
L49974,300.4,145,0
M17655,300.3,456,0
L49976,300.2,455,0
M17657,300.3,434,0
L49978,300.3,433,0
L49979,300.3,289,0
M17660,300.2,331,0
M17661,300.2,416,0
M17662,300.3,138,0
L49983,300.2,422,0
L49984,300.1,389,0
L49985,300,324,0
L49986,300,398,0
M17667,299.9,425,0
L49988,299.9,330,0
L49989,299.9,301,0
L49990,299.8,406,0
L49991,299.9,343,0
M17672,300,204,0
L49993,300,284,0
L49994,300,431,0
M17675,300.1,266,0
L49996,300.1,433,0
L49997,300.2,335,0
L49998,300.2,186,0
L49999,300.2,107,0
L50000,300.2,158,0
M17681,300.3,412,0
L50002,300.3,188,0
M17683,300.3,283,0
M17684,300.3,181,0
L50005,300.3,315,0
M17686,300.3,459,0
L50007,300.4,249,0
M17688,300.4,236,0
L50009,300.3,349,0
M17690,300.4,323,0
M17691,300.3,274,0
M17692,300.4,201,0
L50013,300.3,424,0
L50014,300.3,416,0
L50015,300.3,210,0
M17696,300.3,495,0
L50017,300.3,299,0
L50018,300.3,234,0
M17699,300.4,122,0
H32254,300.4,491,0
L50021,300.3,341,0
L50022,300.3,463,0
L50023,300.3,204,0
L50024,300.3,426,0
L50025,300.3,252,0
L50026,300.3,396,0
L50027,300.4,329,0
M17708,300.3,326,0
L50029,300.4,175,0
L50030,300.4,421,0
L50031,300.5,423,0
M17712,300.5,122,0
M17713,300.5,125,0
L50034,300.5,272,0
L50035,300.5,468,0
H32270,300.5,254,0
M17717,300.4,332,0
L50038,300.5,396,1
L50039,300.6,499,0
H32274,300.6,392,0
L50041,300.7,368,0
L50042,300.6,252,0
L50043,300.6,172,0
H32278,300.6,158,1
H32279,300.7,257,0
L50046,300.8,433,0
H32281,300.7,271,0
L50048,300.8,469,0
L50049,300.8,287,0
M17730,300.8,175,0
M17731,300.7,198,0
L50052,300.8,355,0
H32287,300.6,433,0
L50054,300.6,298,0
M17735,300.5,415,0
M17736,300.5,315,0
M17737,300.5,332,0
H32292,300.5,365,0
M17739,300.6,496,1
L50060,300.7,117,0
M17741,300.6,401,0
L50062,300.6,494,0
L50063,300.6,460,0
L50064,300.6,135,0
M17745,300.5,483,0
H32300,300.5,481,0
M17747,300.5,162,0
M17748,300.6,124,0
M17749,300.7,357,0
L50070,300.6,221,0
L50071,300.6,129,0
L50072,300.7,395,0
M17753,300.7,395,0
L50074,300.7,190,0
M17755,300.7,364,0
M17756,300.7,333,0
M17757,300.6,377,0
M17758,300.6,230,0
L50079,300.6,430,0
L50080,300.5,323,0
L50081,300.6,239,0
M17762,300.6,345,0
M17763,300.7,315,0
L50084,300.6,308,0
L50085,300.6,392,0
L50086,300.6,454,0
M17767,300.6,135,0
L50088,300.7,331,0
L50089,300.7,226,0
L50090,300.6,274,0
M17771,300.7,315,0
L50092,300.7,342,0
L50093,300.7,331,0
H32328,300.6,297,0
L50095,300.5,237,0
L50096,300.6,225,0
L50097,300.6,447,0
M17778,300.6,415,0
L50099,300.6,494,0
L50100,300.7,148,0
L50101,300.8,235,0
L50102,300.8,400,0
M17783,300.7,160,0
L50104,300.8,438,0
M17785,300.7,456,0
L50106,300.7,157,0
M17787,300.7,233,0
M17788,300.8,380,0
M17789,300.8,399,0
H32344,300.7,344,0
L50111,300.8,212,0
L50112,300.9,450,0
M17793,300.8,492,0
M17794,300.8,167,0
M17795,300.8,135,0
M17796,300.9,422,0
L50117,300.7,314,0
L50118,300.7,296,0
L50119,300.9,352,0
L50120,300.9,380,0
M17801,300.7,138,1
L50122,300.7,307,0
H32357,300.7,420,0
L50124,300.7,264,0
H32359,300.7,418,0
M17806,300.7,176,0
L50127,300.7,216,0
L50128,300.7,148,0
M17809,300.7,235,0
M17810,300.7,240,0
L50131,300.7,118,0
H32366,300.7,186,0
L50133,300.7,379,0
H32368,300.6,437,0
M17815,300.7,124,0
M17816,300.8,393,0
L50137,300.8,183,0
M17818,300.8,256,0
M17819,300.7,406,0
L50140,300.7,489,0
L50141,300.6,237,0
L50142,300.7,487,0
M17823,300.7,450,0
L50144,300.7,423,0
M17825,300.7,106,0
L50146,300.6,416,0
L50147,300.6,126,0
M17828,300.6,121,0
L50149,300.6,307,0
M17830,300.6,331,0
M17831,300.7,268,0
M17832,300.6,253,0
M17833,300.6,442,0
M17834,300.6,138,0
H32389,300.5,338,0
M17836,300.5,171,0
L50157,300.4,250,0
H32392,300.5,440,0
L50159,300.5,407,0
L50160,300.4,454,0
H32395,300.4,313,0
L50162,300.5,253,0
L50163,300.6,323,0
L50164,300.6,142,0
L50165,300.7,150,0
L50166,300.6,459,0
M17847,300.6,164,0
M17848,300.6,426,0
L50169,300.6,266,0
L50170,300.6,300,0
M17851,300.5,440,0
M17852,300.5,394,0
M17853,300.5,142,0
L50174,300.5,249,0
L50175,300.5,426,0
M17856,300.5,339,0
L50177,300.5,118,0
L50178,300.5,329,0
L50179,300.5,255,0
H32414,300.5,287,1
L50181,300.5,183,0
M17862,300.5,122,0
M17863,300.6,383,0
M17864,300.5,396,0
L50185,300.5,339,0
L50186,300.4,393,0
L50187,300.4,151,0
M17868,300.4,136,0
M17869,300.4,282,0
L50190,300.3,429,0
M17871,300.2,224,0
L50192,300.4,115,0
L50193,300.5,198,0
L50194,300.5,278,0
L50195,300.5,165,0
L50196,300.5,289,0
L50197,300.5,399,0
M17878,300.5,229,0
L50199,300.5,295,1
L50200,300.4,453,0
L50201,300.5,456,0
L50202,300.5,375,0
L50203,300.4,431,0
L50204,300.5,441,0
L50205,300.5,314,0
M17886,300.4,355,0
L50207,300.5,142,0
L50208,300.5,201,0
L50209,300.4,350,0
M17890,300.4,356,0
M17891,300.5,434,0
M17892,300.6,173,0
M17893,300.6,491,0
H32448,300.6,320,0
M17895,300.6,206,0
L50216,300.4,337,0
L50217,300.5,182,0
L50218,300.4,161,0
M17899,300.3,141,0
L50220,300.3,158,0
L50221,300.4,398,0
M17902,300.2,191,0
L50223,300.3,188,0
L50224,300.2,298,0
L50225,300.2,235,0
M17906,300.2,263,0
L50227,300.2,364,0
L50228,300.2,432,0
L50229,300.1,435,0
L50230,300.2,414,0
L50231,300.2,199,0
L50232,300.1,142,0
H32467,300.2,392,0
H32468,300.2,232,0
L50235,300.1,474,0
L50236,300.2,198,0
L50237,300.1,406,0
L50238,300,183,0
M17919,300,221,0
L50240,300,461,0
L50241,300.1,106,0
L50242,299.9,342,0
L50243,300,284,0
M17924,300.1,398,0
M17925,300.1,465,0
M17926,300.1,140,0
L50247,300.1,384,0
H32482,300,218,0
L50249,300,352,0
L50250,300,313,0
L50251,300,166,0
L50252,300.1,283,0
L50253,300.1,145,0
L50254,300.1,341,0
M17935,300.1,238,0
L50256,300,249,0
L50257,300.1,366,0
M17938,300.1,342,0
L50259,300.1,481,0
M17940,299.9,114,0
M17941,300,152,0
M17942,300,247,0
L50263,300.1,433,0
H32498,300.1,247,0
L50265,300.1,112,0
L50266,300,195,0
M17947,300,129,0
M17948,300,283,0
H32503,300.1,385,0
H32504,300.1,249,0
L50271,300,394,0
M17952,300,205,0
L50273,300,343,0
L50274,300,471,0
M17955,299.9,270,0
L50276,299.9,452,0
M17957,299.9,261,0
M17958,299.9,171,0
M17959,299.9,322,0
L50280,299.8,313,0
H32515,299.8,394,0
L50282,299.9,263,0
L50283,299.8,319,0
M17964,299.8,198,0
L50285,299.8,437,0
L50286,299.8,474,0
M17967,299.8,364,0
L50288,299.8,157,0
L50289,299.9,185,0
H32524,299.9,462,0
L50291,300,289,0
M17972,299.8,199,0
M17973,299.9,352,0
M17974,299.9,328,0
L50295,299.9,261,0
L50296,300,158,0
M17977,300.1,333,0
M17978,300.2,353,0
L50299,300.1,125,0
H32534,300.1,330,0
L50301,300.1,337,0
L50302,300,195,0
H32537,300,231,0
L50304,300.1,444,0
L50305,300.1,470,0
L50306,300,341,0
L50307,300,332,0
M17988,300.1,228,0
L50309,300.1,422,0
L50310,300.1,446,0
L50311,300.1,476,0
L50312,300.1,347,0
H32547,300.2,134,0
L50314,300.2,433,0
L50315,300.4,165,0
L50316,300.4,248,0
L50317,300.4,387,0
L50318,300.4,350,0
H32553,300.4,301,0
H32554,300.4,355,1
L50321,300.5,138,0
L50322,300.6,122,0
H32557,300.6,386,0
M18004,300.6,119,0
M18005,300.5,383,0
M18006,300.5,387,0
M18007,300.4,265,0
H32562,300.4,219,0
H32563,300.4,200,0
L50330,300.4,269,0
L50331,300.5,247,0
M18012,300.5,213,0
M18013,300.5,286,0
L50334,300.4,437,0
L50335,300.5,496,0
L50336,300.4,245,0
M18017,300.4,106,0
L50338,300.4,450,0
H32573,300.4,147,0
M18020,300.4,212,0
L50341,300.4,236,0
L50342,300.5,494,0
L50343,300.4,383,0
L50344,300.4,241,0
L50345,300.4,289,0
M18026,300.4,248,0
L50347,300.4,274,0
M18028,300.4,263,0
M18029,300.4,374,0
M18030,300.4,317,0
L50351,300.4,283,0
M18032,300.3,203,0
L50353,300.3,217,0
L50354,300.3,330,0
L50355,300.3,256,0
L50356,300.3,410,0
M18037,300.2,346,0
M18038,300.2,360,0
L50359,300.1,105,0
M18040,300.2,311,0
L50361,300.2,356,0
M18042,300.1,125,0
L50363,300.1,195,0
L50364,300.1,497,0
L50365,300.1,430,0
M18046,300.2,105,0
M18047,300.2,113,0
M18048,300.1,267,0
L50369,300.1,437,0
L50370,300.1,473,0
M18051,300.1,289,0
M18052,300.1,316,0
L50373,300,106,0
L50374,300,304,0
M18055,300,162,0
L50376,300,486,0
L50377,300,152,0
M18058,300,432,0
H32613,300.1,441,0
M18060,300.1,271,0
L50381,300.2,230,0
L50382,300.2,405,0
M18063,300.1,193,0
L50384,300.1,429,0
M18065,300.1,297,0
M18066,300.1,235,0
M18067,300.2,143,0
M18068,300.2,471,0
L50389,300.3,466,0
M18070,300.3,294,0
L50391,300.3,258,0
L50392,300.3,350,0
L50393,300.4,238,0
H32628,300.4,241,0
M18075,300.5,212,0
L50396,300.5,377,0
L50397,300.6,432,0
L50398,300.6,474,0
M18079,300.6,373,0
M18080,300.7,245,0
L50401,300.6,322,0
M18082,300.7,188,0
H32637,300.6,128,0
M18084,300.6,187,0
L50405,300.6,283,0
L50406,300.5,421,0
M18087,300.5,222,0
L50408,300.5,132,0
L50409,300.6,337,0
L50410,300.6,419,0
L50411,300.7,458,0
L50412,300.7,127,0
H32647,300.8,442,0
L50414,300.8,268,0
L50415,300.8,309,0
M18096,300.8,457,1
M18097,300.9,301,0
M18098,300.9,143,0
L50419,301,132,0
L50420,300.9,282,0
H32655,300.9,145,0
L50422,300.9,281,0
L50423,301,456,0
M18104,301,157,0
M18105,301,430,0
L50426,301,240,0
M18107,301,268,0
M18108,301,393,0
L50429,301.1,324,0
H32664,301.2,132,0
L50431,301.1,172,0
L50432,301.1,233,0
L50433,301.1,213,0
M18114,301,381,0
L50435,301,286,0
L50436,301.1,331,0
L50437,301.2,422,0
L50438,301.2,390,0
M18119,301.2,394,0
M18120,301.3,351,0
H32675,301.3,383,0
L50442,301.3,244,0
L50443,301.3,161,0
H32678,301.3,341,0
L50445,301.3,378,0
L50446,301.3,247,1
L50447,301.3,249,0
M18128,301.3,395,0
M18129,301.3,370,0
L50450,301.4,458,0
M18131,301.4,405,0
M18132,301.3,235,0
M18133,301.3,348,0
L50454,301.3,385,0
H32689,301.3,442,0
L50456,301.3,422,0
L50457,301.3,342,0
L50458,301.3,336,0
L50459,301.2,337,0
M18140,301.2,326,0
M18141,301.2,239,0
L50462,301.2,435,0
L50463,301.2,466,0
H32698,301.2,453,0
L50465,301.2,350,0
L50466,301.2,264,0
M18147,301.2,353,0
L50468,301.3,330,0
M18149,301.2,219,0
L50470,301.2,252,0
M18151,301.2,447,0
L50472,301.3,224,0
M18153,301.2,310,0
L50474,301.1,100,0
L50475,301.1,175,0
M18156,301.2,223,0
L50477,301.2,498,0
L50478,301.2,357,0
L50479,301.3,460,0
H32714,301.3,211,0
L50481,301.3,490,0
L50482,301.3,419,0
L50483,301.2,301,0
L50484,301.2,351,0
M18165,301.3,199,0
L50486,301.4,285,0
M18167,301.4,389,0
L50488,301.4,288,0
L50489,301.3,432,0
L50490,301.3,290,0
L50491,301.3,459,0
L50492,301.4,474,0
L50493,301.4,463,0
L50494,301.4,210,0
M18175,301.5,290,0
M18176,301.4,140,0
L50497,301.5,469,0
L50498,301.4,362,0
L50499,301.4,134,0
L50500,301.5,475,0
L50501,301.5,347,0
L50502,301.5,460,0
L50503,301.5,158,0
L50504,301.5,320,0
L50505,301.5,416,0
L50506,301.5,285,0
M18187,301.5,382,0
L50508,301.6,105,0
L50509,301.6,362,0
L50510,301.7,192,0
L50511,301.7,494,0
M18192,301.7,460,0
M18193,301.6,442,0
M18194,301.6,385,0
L50515,301.7,195,0
L50516,301.6,497,0
L50517,301.6,329,0
M18198,301.6,393,0
L50519,301.6,438,0
M18200,301.5,194,0
H32755,301.4,495,0
L50522,301.5,329,0
M18203,301.5,451,0
L50524,301.4,411,0
L50525,301.3,335,0
L50526,301.3,169,0
L50527,301.3,392,0
M18208,301.3,349,0
L50529,301.4,194,0
L50530,301.4,487,1
L50531,301.4,363,0
L50532,301.4,191,0
L50533,301.6,183,0
L50534,301.6,349,0
L50535,301.5,298,0
L50536,301.6,234,1
H32771,301.6,152,0
L50538,301.5,301,0
L50539,301.5,410,0
L50540,301.5,107,0
L50541,301.5,199,0
L50542,301.4,373,0
L50543,301.4,250,0
L50544,301.4,192,0
M18225,301.4,194,0
M18226,301.4,329,0
H32781,301.5,122,0
L50548,301.5,209,0
L50549,301.5,136,1
L50550,301.4,274,0
L50551,301.4,121,0
L50552,301.4,373,0
L50553,301.4,486,0
L50554,301.4,399,0
M18235,301.4,481,0
M18236,301.5,225,0
H32791,301.5,175,0
L50558,301.5,441,0
M18239,301.4,329,0
L50560,301.4,210,0
L50561,301.3,251,0
L50562,301.3,221,0
H32797,301.4,339,0
L50564,301.3,444,0
L50565,301.5,322,0
H32800,301.5,273,0
M18247,301.6,204,0
M18248,301.7,160,0
M18249,301.5,300,0
H32804,301.5,212,0
L50571,301.5,216,0
L50572,301.5,421,0
L50573,301.5,165,0
L50574,301.5,500,0
L50575,301.4,220,0
M18256,301.4,306,0
L50577,301.4,408,0
L50578,301.4,465,0
L50579,301.4,364,0
H32814,301.4,127,0
M18261,301.4,416,0
L50582,301.4,176,0
L50583,301.3,365,0
L50584,301.3,139,0
M18265,301.3,298,0
L50586,301.2,460,0
L50587,301.2,304,0
M18268,301.2,153,0
M18269,301.2,170,0
L50590,301.2,186,0
L50591,301.3,296,0
L50592,301.3,421,0
L50593,301.3,229,0
L50594,301.3,364,0
L50595,301.4,347,0
L50596,301.5,378,0
L50597,301.6,342,0
H32832,301.6,419,0
L50599,301.5,267,0
L50600,301.6,291,0
M18281,301.5,110,0
L50602,301.5,417,0
L50603,301.4,326,0
L50604,301.5,434,0
M18285,301.5,481,0
L50606,301.5,476,0
L50607,301.6,330,0
L50608,301.6,308,0
H32843,301.5,112,0
H32844,301.6,257,0
L50611,301.6,138,0
M18292,301.6,140,0
M18293,301.6,465,0
M18294,301.5,104,0
L50615,301.5,219,0
L50616,301.5,100,0
L50617,301.5,376,0
L50618,301.4,241,0
L50619,301.4,267,0
L50620,301.3,260,0
L50621,301.4,480,0
M18302,301.4,249,0
L50623,301.5,113,0
L50624,301.5,138,0
M18305,301.6,104,0
H32860,301.6,341,0
L50627,301.7,248,0
L50628,301.6,240,0
L50629,301.7,182,0
L50630,301.6,295,0
L50631,301.6,422,0
H32866,301.6,332,0
L50633,301.5,274,0
L50634,301.5,315,0
H32869,301.4,192,0
H32870,301.4,372,0
M18317,301.5,159,1
L50638,301.5,186,0
L50639,301.5,123,0
L50640,301.5,343,0
H32875,301.6,253,0
H32876,301.6,396,0
L50643,301.6,378,0
L50644,301.7,289,0
M18325,301.8,352,0
L50646,301.7,409,0
L50647,301.8,284,0
L50648,301.8,332,0
M18329,301.8,116,0
L50650,301.8,352,0
L50651,301.8,177,0
L50652,301.8,433,0
M18333,301.8,285,0
M18334,301.9,382,0
L50655,301.8,154,0
L50656,301.8,314,0
L50657,301.8,318,0
L50658,301.8,234,0
M18339,301.8,195,0
L50660,301.9,313,0
L50661,302,359,0
L50662,301.9,463,0
H32897,301.9,436,0
L50664,301.9,421,0
L50665,301.9,425,0
L50666,301.9,137,0
M18347,301.8,204,0
L50668,301.9,495,0
L50669,301.9,489,0
M18350,301.9,208,0
H32905,301.9,271,0
H32906,301.9,107,0
M18353,301.9,499,0
L50674,301.9,251,0
M18355,301.9,408,0
L50676,301.9,271,0
L50677,301.9,398,0
L50678,301.9,131,0
L50679,301.9,245,0
H32914,301.9,257,0
H32915,301.9,396,0
M18362,301.8,236,0
L50683,301.7,337,0
M18364,301.7,365,0
L50685,301.6,484,0
H32920,301.6,268,0
M18367,301.7,438,0
L50688,301.7,306,0
L50689,301.8,445,0
L50690,301.7,425,0
L50691,301.8,117,0
M18372,301.8,385,0
M18373,301.9,178,0
H32928,301.9,230,0
M18375,301.9,199,0
L50696,302,167,0
L50697,302,418,0
L50698,301.9,244,0
M18379,301.9,271,0
L50700,301.9,496,0
L50701,301.9,193,0
L50702,301.8,195,0
L50703,301.8,482,0
M18384,301.8,377,0
L50705,301.8,364,0
H32940,301.8,361,0
M18387,301.9,233,0
L50708,302,118,1
L50709,301.9,363,1
M18390,301.9,401,0
M18391,301.9,231,0
L50712,301.9,216,0
L50713,302,142,0
M18394,302,457,0
H32949,301.9,439,0
L50716,302,233,0
M18397,302,414,0
L50718,302,480,0
L50719,302,134,0
L50720,301.9,421,0
L50721,301.8,268,0
L50722,301.8,221,0
L50723,301.8,489,0
M18404,301.9,126,0
L50725,301.8,454,0
M18406,301.9,313,0
M18407,301.9,178,0
L50728,301.9,165,0
M18409,301.8,212,0
M18410,301.9,470,0
L50731,301.9,123,0
M18412,301.8,328,0
M18413,301.8,319,0
L50734,301.9,448,0
L50735,301.8,272,0
L50736,301.9,201,0
M18417,301.8,218,0
L50738,301.7,244,0
M18419,301.7,462,0
L50740,301.8,474,0
L50741,301.7,482,0
L50742,301.7,197,0
M18423,301.8,212,0
M18424,301.7,497,0
M18425,301.8,346,0
L50746,301.8,365,0
L50747,301.8,281,0
L50748,301.8,210,0
M18429,301.8,368,0
H32984,301.8,146,0
M18431,301.7,149,0
L50752,301.8,459,0
L50753,301.8,143,0
L50754,301.7,500,0
L50755,301.7,102,0
L50756,301.6,239,0
M18437,301.6,427,0
M18438,301.7,410,0
L50759,301.8,320,1
L50760,301.8,170,0
